-1.571033195519088155e-01 2.120602280180285126e-01 9.645460106592699256e-01
5.688981478214780729e-01 -3.727586825739214738e-01 7.330797105165617333e-01
5.807389553933407500e-01 4.371442467633289142e-01 6.867657338644475029e-01
-6.264075090372803190e-02 9.340756549202923198e-01 3.515377749423876930e-01
-7.514820338167111924e-01 5.386725491834888357e-01 3.809286515961501918e-01
-8.172616202901978877e-01 -1.793856636443036667e-01 5.476351227592451965e-01
-6.623481338277946717e-01 -7.477161657148985174e-01 4.706894032637821967e-02
9.450804476100514717e-02 -9.955009189807914050e-01 -6.793363220948272010e-03
-1.582708646903418226e-01 -6.537150088835544937e-01 7.400047436000297685e-01
7.512255700676393477e-01 -6.600455612126714389e-01 1.348629526196337636e-12
6.279139073121297043e-01 2.410748938666794627e-01 -7.400047436004604240e-01
9.993857975927104009e-01 3.437844944363482175e-02 6.793363219650874057e-03
6.562690389376054645e-01 7.530574104199837526e-01 -4.706894032650552062e-02
7.272929642186413968e-02 8.335503714611117720e-01 -5.476351227587793469e-01
-6.308946299426942961e-01 6.759181372788786168e-01 -3.809286515962297393e-01
-9.343705362574948881e-01 -5.807661975807022758e-02 -3.515377749422642917e-01
-3.587805967074897961e-01 -6.321624081002565898e-01 -6.867657338649779675e-01
4.428652947693612063e-01 -5.162019650474386490e-01 -7.330797105158549654e-01
-2.305132132309312964e-01 1.285093453692614796e-01 -9.645460106592711469e-01
