-6.727553992738758426e-01 2.501203596825041786e-01 -6.963045155821858678e-01
-2.490928145357642343e-01 9.576559115178757686e-01 -1.443881050555002044e-01
-3.086067089766987293e-01 5.789470712680433451e-01 -7.547066899430044939e-01
-9.420370744622013071e-01 -3.261532348022664340e-01 7.867793697546121567e-02
-3.346108830711532756e-01 6.349768330500209501e-01 6.963045155821616650e-01
-6.138452476982063644e-01 2.315422726708372125e-01 7.547066899430210363e-01
-4.936537636197383394e-01 8.661811369610378231e-01 7.769298318993275720e-02
-9.817473497281209438e-01 1.237910191419030054e-01 1.443881050558509793e-01
-9.225031106490345634e-01 3.780896867224711189e-01 -7.769298318998267561e-02
9.368300214725196196e-02 6.371902941100562323e-01 7.649915190383603791e-01
3.388603143722276889e-01 4.871593600947221603e-02 9.395746084916705154e-01
8.559087382585870429e-01 1.689979784231902121e-02 5.168506830850495559e-01
-4.202309324574751148e-01 -2.271963245650008012e-01 8.785145380186235586e-01
1.056395855057615796e-01 -2.498058312084623367e-01 9.625161425495262213e-01
-5.946468767940030764e-01 -6.164456960308460909e-01 5.161296307752379908e-01
3.196155655198527068e-01 -8.159300129188258310e-01 4.817718384211653881e-01
-2.737447685632421468e-01 -9.062588015647099482e-01 3.221161068167077701e-01
8.561809259927666282e-01 -3.019005764622135768e-01 -4.192973454458684968e-01
4.298542979804436670e-01 -8.345507368865993092e-01 -3.446017267364950287e-01
8.829259821977469835e-01 -3.188908275414135685e-01 3.446017267369627657e-01
4.095637541546787719e-01 -8.102143342242748014e-01 4.192973454485977580e-01
2.613226686601806681e-01 -7.261637677507942756e-02 -9.625161425495061263e-01
1.712322648137451497e-01 4.459727771703499988e-01 -8.785145380184216091e-01
8.502745785009996338e-01 -2.119647066328900764e-01 -4.817718384224843331e-01
9.337879545820781946e-02 -8.509675504696765369e-01 -5.168506830859497247e-01
-3.167673476376977604e-01 -9.080674482565301853e-01 -2.739926219580591238e-01
-4.706473327294495405e-03 -3.423118522434942523e-01 -9.395746084917618868e-01
-6.198377233102794204e-01 -1.748976059325519361e-01 -7.649915190383428376e-01
-7.537561758537190126e-01 -5.255088291768242881e-01 -3.945783798177248114e-01
2.022206024376755340e-01 9.761744773262046593e-01 -7.867793697508050632e-02
4.241467276959341448e-01 8.151119282439498459e-01 3.945783798173198575e-01
8.597564307632964420e-01 4.309836689180300828e-01 2.739926219574362332e-01
8.634989539683431969e-01 3.880860345651886423e-01 -3.221161068171601305e-01
5.348017033074772275e-01 6.690271611641241956e-01 -5.161296307751513934e-01
