-8.113269158230300704e-01 -5.597725853893216197e-01 -1.685327514391325165e-01
-4.050636955342712953e-01 -8.986212295803357453e-01 1.685327514391335157e-01
-2.075438701789225279e-02 9.717932329360858823e-01 -2.349194922503064775e-01
1.033039936018168015e-01 -9.914890511103680026e-01 -7.923223103117747745e-02
9.020038213381723624e-01 -4.316849807034357500e-01 6.097846046663649155e-03
6.067701758800299050e-01 -7.596475128082841310e-01 2.340205331732781446e-01
-9.939296967714387199e-01 -7.632831349936776422e-02 7.923223103117814359e-02
-8.562162757379623290e-01 4.605736414675813406e-01 -2.340205331732780059e-01
-5.865686881969152111e-01 8.098765278118271738e-01 -6.097846046664200798e-03
-2.955158297740710927e-01 -5.042092757263527680e-01 8.114452542374309685e-01
2.581122468570746786e-01 -4.187993527162278129e-01 8.706234376507797634e-01
-6.609788978525711345e-01 -7.880072357297100011e-03 7.503631128015582075e-01
-3.786742531349293617e-01 5.453153852498220377e-01 7.478214630662466389e-01
3.994931701941316637e-01 9.140066432149444031e-01 7.068990824150200858e-02
1.128031158395045586e-01 5.908684831915124169e-01 7.988428460140709619e-01
4.753001015086861791e-01 1.394148713318250909e-01 8.687078376286030412e-01
9.597375186805490177e-01 1.540023616629343228e-01 2.349194922503057559e-01
8.274622996520384355e-01 5.570539287424228769e-01 -7.068990824150128693e-02
5.184296667534518677e-02 4.926043033195462995e-01 -8.687078376286030412e-01
1.108819290618190817e-01 -6.516597246679327604e-01 -7.503631128015582075e-01
5.610273184452952977e-01 2.170217853816071019e-01 -7.988428460140711840e-01
6.044254559858567299e-01 -2.746505553130151323e-01 -7.478214630662466389e-01
-4.583251416977287551e-01 1.787537252783708286e-01 -8.706234376507798745e-01
-4.429816476747518439e-01 -3.812136660705027214e-01 -8.114452542374310795e-01
